customer_id,company_code,anciennete_jour,age,flag_cible,segment,sexe,OPTIN_EMAIL,OPTIN_SMS,ca,marge,nb_tickets,recence_jours,ca_12mois,Emails_envoyes,Emails_ouverts,flag_actif,emails_recus_mois,flag_ouvreur
048720002434,Jules,101,37,0,SMS,Femme,1,1,,,,101,30,0,0,0,0,0
030810008689,Jules,101,45,1,SMS,Homme,,1,,,,11,118.76,0,0,0,0,0
072110003416,Jules,101,42,1,SMS,Homme,1,1,,,,101,0,0,0,0,0,0
072010003384,Jules,102,28,1,SMS,Homme,,1,,,,102,40,0,0,0,0,0
004720019651,Jules,103,18,0,SMS,Homme,,1,,,,103,36,0,0,0,0,0
072610001397,Jules,103,51,1,SMS,Homme,1,1,,,,103,32,0,0,0,0,0
020510016622,Jules,103,41,1,SMS,Homme,0,1,,,,103,88.98,0,0,0,0,0
039010015484,Jules,103,26,1,SMS,Homme,,1,,,,103,75.97,0,0,0,0,0
010410016257,Jules,105,34,1,SMS,Homme,1,1,,,,105,144.95,0,0,0,0,0
018720003552,Jules,105,24,1,SMS,Homme,0,1,,,,105,29.99,0,0,0,0,0
026920013267,Jules,106,21,0,SMS,Homme,,1,,,,106,120,0,0,0,0,0
023010018192,Jules,107,64,1,SMS,Homme,0,1,,,,107,25.99,0,0,0,0,0
041420002126,Jules,107,38,1,SMS,Homme,0,1,,,,107,54.98,0,0,0,0,0
024320006061,Jules,107,35,1,SMS,Homme,0,1,,,,107,35.99,0,0,0,0,0
015020002718,Jules,107,34,1,SMS,Homme,0,1,,,,107,84.97,0,0,0,0,0
026710018598,Jules,109,73,0,SMS,Homme,1,1,,,,109,29.99,0,0,0,0,0
036120003488,Jules,109,54,1,SMS,Homme,0,1,,,,109,102.57,0,0,0,0,0
003320005023,Jules,109,38,0,SMS,Homme,,1,,,,109,29.99,0,0,0,0,0
034410021951,Jules,109,81,1,SMS,Femme,,1,,,,109,44.98,0,0,0,0,0
041710007824,Jules,110,28,1,SMS,Homme,1,1,,,,110,30,0,0,0,0,0
049810002701,Jules,110,16,1,SMS,Homme,0,1,,,,110,10,0,0,0,0,0
012410028952,Jules,110,53,1,SMS,Homme,,1,,,,110,60.98,0,0,0,0,0
044310002598,Jules,110,40,1,SMS,Femme,,1,,,,110,35.99,0,0,0,0,0
038620001691,Jules,110,16,1,SMS,Femme,,1,,,,110,19.99,0,0,0,0,0
002510010101,Jules,111,68,0,SMS,Homme,,1,,,,111,49,0,0,0,0,0
027610012605,Jules,111,,1,SMS,Femme,,1,,,,111,44.98,0,0,0,0,0
028110027309,Jules,111,31,1,SMS,Homme,,1,,,,111,237.94,0,0,0,0,0
036220002156,Jules,112,69,0,SMS,Femme,0,1,,,,112,50,0,0,0,0,0
031890000027,Jules,113,33,1,SMS,Homme,0,1,,,,113,119.98,0,0,0,0,0
044310002540,Jules,114,36,1,SMS,Homme,,1,,,,114,49,0,0,0,0,0
040930014009,Jules,114,41,1,SMS,Homme,,1,,,,114,57.98,0,0,0,0,0
026210017637,Jules,114,55,0,SMS,Femme,0,1,,,,114,120.96,0,0,0,0,0
014220000876,Jules,114,67,1,SMS,Homme,,1,,,,114,40,0,0,0,0,0
002610039167,Jules,116,38,0,SMS,Homme,0,1,,,,116,209.98,0,0,0,0,0
011810022235,Jules,116,35,0,SMS,Femme,1,1,,,,116,19.99,0,0,0,0,0
022410019615,Jules,117,39,0,SMS,Homme,0,1,,,,117,219.93,0,0,0,0,0
049910004078,Jules,118,69,1,SMS,Homme,1,1,,,,118,0,0,0,0,0,0
011010031307,Jules,119,29,1,SMS,Homme,0,1,,,,119,154.97,0,0,0,0,0
012010047526,Jules,119,39,1,SMS,Homme,1,1,,,,119,13,0,0,0,0,0
034620024129,Jules,120,37,1,SMS,Homme,1,1,,,,120,39,0,0,0,0,0
044910011465,Jules,120,21,1,SMS,Homme,1,1,,,,120,54.98,0,0,0,0,0
015210039102,Jules,122,56,1,SMS,Homme,1,1,,,,122,50.98,0,0,0,0,0
010710030794,Jules,123,37,1,SMS,Homme,0,1,,,,123,10,0,0,0,0,0
005220011971,Jules,126,55,1,SMS,Homme,0,1,,,,126,75,0,0,0,0,0
013010026267,Jules,127,37,1,SMS,Homme,,1,29.99,17.18,1,127,29.99,0,0,1,0,0
018810023575,Jules,128,43,1,SMS,Homme,,1,,,,128,45.99,0,0,0,0,0
022710020368,Jules,128,59,1,SMS,Homme,,1,,,,128,209.97,0,0,0,0,0
031310020077,Jules,128,60,1,SMS,Femme,,1,,,,128,30,0,0,0,0,0
026710018460,Jules,128,19,1,SMS,Femme,0,1,,,,128,44.98,0,0,0,0,0
047510007440,Jules,3561,52,0,SMS,Homme,,1,,,,111,65.98,0,0,0,0,0
045210000863,Jules,1538,82,1,SMS,Homme,0,1,,,,123,45,0,0,0,0,0
040920017458,Jules,98,31,1,SMS,Homme,,1,,,,98,42.98,0,0,0,0,0
015210039396,Jules,99,25,1,SMS,Homme,1,1,,,,99,93.96,0,0,0,0,0
028120003879,Jules,100,22,0,SMS,Homme,0,1,,,,100,67.57,0,0,0,0,0
023110017977,Jules,100,35,0,SMS,Homme,,1,,,,2,105.97,0,0,0,0,0
016810008754,Jules,100,,1,SMS,Femme,,1,,,,100,145.96,0,0,0,0,0
049920003023,Jules,100,34,1,SMS,Homme,0,1,,,,100,69.98,0,0,0,0,0
013610015875,Jules,100,44,1,SMS,Homme,0,1,,,,100,46.97,0,0,0,0,0
041610012185,Jules,101,47,0,SMS,Homme,,1,,,,93,36.98,0,0,0,0,0
032511808455,Jules,101,31,1,SMS,Homme,,1,,,,101,109.97,0,0,0,0,0
015220005270,Jules,102,25,1,SMS,Femme,0,1,,,,102,29.99,0,0,0,0,0
072510001022,Jules,102,45,1,SMS,Femme,0,1,,,,102,40.98,0,0,0,0,0
049210007088,Jules,102,54,1,SMS,Homme,1,1,,,,102,27.99,0,0,0,0,0
031210007168,Jules,103,19,1,SMS,Homme,1,1,,,,103,39.99,0,0,0,0,0
032511808445,Jules,103,42,1,SMS,Homme,0,1,,,,103,118.95,0,0,0,0,0
041110034807,Jules,105,19,1,SMS,Homme,,1,,,,105,96.44,0,0,0,0,0
022410019729,Jules,105,28,1,SMS,Homme,,1,,,,105,107.97,0,0,0,0,0
045820000611,Jules,105,25,1,SMS,Homme,1,1,,,,105,79.97,0,0,0,0,0
026710018647,Jules,105,41,1,SMS,Homme,,1,,,,105,39.99,0,0,0,0,0
026710018630,Jules,106,22,1,SMS,Homme,,1,,,,106,60.98,0,0,0,0,0
022210035717,Jules,106,23,0,SMS,Homme,0,1,,,,106,193.91,0,0,0,0,0
003710019193,Jules,106,20,1,SMS,Homme,1,1,,,,106,25.99,0,0,0,0,0
041310011713,Jules,106,52,1,SMS,Femme,0,1,,,,106,45,0,0,0,0,0
013310016301,Jules,106,44,1,SMS,Homme,,1,,,,106,49.99,0,0,0,0,0
025410025405,Jules,107,23,1,SMS,Homme,0,1,,,,107,307.96,0,0,0,0,0
034620024475,Jules,107,30,1,SMS,Femme,0,1,,,,107,111.97,0,0,0,0,0
019610008343,Jules,110,88,0,SMS,Homme,,1,,,,110,74.97,0,0,0,0,0
049410004190,Jules,110,27,1,SMS,Homme,,1,,,,110,29.99,0,0,0,0,0
072410002562,Jules,111,30,1,SMS,Homme,,1,,,,111,29.99,0,0,0,0,0
034510012452,Jules,111,50,1,SMS,Homme,,1,,,,111,90.97,0,0,0,0,0
046510006537,Jules,111,17,1,SMS,Femme,,1,,,,111,11.98,0,0,0,0,0
034690000737,Jules,112,35,1,SMS,Homme,0,1,,,,112,60,0,0,0,0,0
022910018953,Jules,112,25,1,SMS,Homme,,1,,,,112,20,0,0,0,0,0
025510018868,Jules,113,16,1,SMS,Homme,,1,,,,113,15.99,0,0,0,0,0
017410011926,Jules,113,40,1,SMS,Homme,1,1,,,,113,0,0,0,0,0,0
045110009513,Jules,113,59,0,SMS,Homme,1,1,,,,113,104.98,0,0,0,0,0
045520000125,Jules,114,27,1,SMS,Homme,1,1,,,,114,49.99,0,0,0,0,0
031730017494,Jules,114,37,1,SMS,Femme,0,1,,,,112,193.95,0,0,0,0,0
019920004842,Jules,114,50,1,SMS,Homme,1,1,,,,114,106,0,0,0,0,0
011010031372,Jules,114,50,1,SMS,Homme,,1,,,,114,288.95,0,0,0,0,0
013111770743,Jules,115,53,0,SMS,Homme,1,1,,,,115,36,0,0,0,0,0
023410027075,Jules,115,25,1,SMS,Homme,0,1,,,,115,100,0,0,0,0,0
021710020411,Jules,115,24,1,SMS,Homme,0,1,,,,115,30,0,0,0,0,0
043310008093,Jules,115,48,1,SMS,Homme,0,1,,,,115,68.98,0,0,0,0,0
047610016619,Jules,117,17,0,SMS,Femme,0,1,,,,117,13,0,0,0,0,0
040710012743,Jules,117,43,1,SMS,Femme,0,1,,,,117,44.98,0,0,0,0,0
001310030034,Jules,118,22,0,SMS,Homme,0,1,,,,118,70,0,0,0,0,0
023110017759,Jules,118,47,0,SMS,Homme,1,1,,,,118,19.99,0,0,0,0,0
007720012743,Jules,122,46,1,SMS,Homme,0,1,,,,122,90,0,0,0,0,0
038510008638,Jules,122,45,1,SMS,Homme,0,1,,,,122,35.99,0,0,0,0,0
023810027822,Jules,124,21,1,SMS,Homme,1,1,,,,124,8,0,0,0,0,0
072110002966,Jules,124,47,1,SMS,Homme,,1,,,,124,59,0,0,0,0,0
034010020812,Jules,125,36,1,SMS,Homme,,1,,,,125,25,0,0,0,0,0
001810011054,Jules,126,63,1,SMS,Homme,,1,,,,126,119.96,0,0,0,0,0
040610011939,Jules,126,70,1,SMS,Femme,,1,,,,126,55.98,0,0,0,0,0
029510039277,Jules,126,20,1,SMS,Homme,0,1,,,,126,69.97,0,0,0,0,0
026510019625,Jules,126,66,0,SMS,Femme,,1,,,,126,29.98,0,0,0,0,0
042210009284,Jules,128,58,1,SMS,Homme,,1,,,,128,69.99,0,0,0,0,0
041110034138,Jules,128,65,1,SMS,Homme,1,1,,,,2,93.98,0,0,0,0,0
015720008277,Jules,128,,1,SMS,Homme,,1,,,,128,99.96,0,0,0,0,0
048610004591,Jules,689,55,1,SMS,Homme,,1,,,,127,54.97,0,0,0,0,0
034010020995,Jules,98,60,0,SMS,Femme,,1,,,,98,15.99,0,0,0,0,0
039210016447,Jules,99,49,1,SMS,Femme,,1,,,,99,35.98,0,0,0,0,0
046910002992,Jules,100,37,1,SMS,Femme,,1,,,,100,52.18,0,0,0,0,0
035910016498,Jules,100,48,1,SMS,Homme,0,1,,,,100,51.98,0,0,0,0,0
023710031457,Jules,100,49,1,SMS,Homme,,1,,,,100,30.98,0,0,0,0,0
037110016523,Jules,101,55,1,SMS,Femme,0,1,,,,101,61.98,0,0,0,0,0
012410029146,Jules,101,57,1,SMS,Homme,0,1,,,,101,48.97,0,0,0,0,0
041210008397,Jules,101,42,1,SMS,Homme,,1,,,,101,48.98,0,0,0,0,0
013111770991,Jules,101,46,1,SMS,Femme,1,1,,,,101,25.99,0,0,0,0,0
032620007926,Jules,101,36,1,SMS,Homme,,1,,,,101,68,0,0,0,0,0
011510019395,Jules,101,27,1,SMS,Homme,,1,,,,101,87.97,0,0,0,0,0
044510016076,Jules,102,72,0,SMS,Homme,,1,,,,102,40,0,0,0,0,0
038210023884,Jules,103,28,1,SMS,Homme,1,1,,,,103,0,0,0,0,0,0
021910017833,Jules,103,38,1,SMS,Homme,,1,,,,103,78.98,0,0,0,0,0
045510002468,Jules,105,59,1,SMS,Femme,,1,,,,105,29.99,0,0,0,0,0
019920004939,Jules,105,22,1,SMS,Homme,,1,,,,105,26,0,0,0,0,0
044910011699,Jules,105,41,1,SMS,Homme,1,1,,,,105,54.98,0,0,0,0,0
032610043047,Jules,105,44,0,SMS,Homme,1,1,,,,105,20,0,0,0,0,0
010710031094,Jules,105,22,1,SMS,Femme,0,1,,,,105,19.99,0,0,0,0,0
022620021480,Jules,105,28,1,SMS,Homme,,1,,,,105,40,0,0,0,0,0
072190000014,Jules,106,50,1,SMS,Homme,0,1,,,,,,0,0,0,0,0
014120008484,Jules,106,45,0,SMS,Homme,0,1,,,,106,19.99,0,0,0,0,0
007420003365,Jules,107,38,0,SMS,Femme,1,1,,,,107,40,0,0,0,0,0
007720012842,Jules,107,45,1,SMS,Homme,0,1,,,,107,41,0,0,0,0,0
044720001333,Jules,107,47,1,SMS,Homme,0,1,,,,107,54.98,0,0,0,0,0
006610014857,Jules,108,59,1,SMS,Femme,1,1,,,,108,39.99,0,0,0,0,0
005220012110,Jules,109,45,1,SMS,Femme,,1,,,,109,26,0,0,0,0,0
004510014195,Jules,109,61,0,SMS,Homme,0,1,,,,109,32,0,0,0,0,0
023911804507,Jules,109,54,1,SMS,Femme,,1,,,,109,89.96,0,0,0,0,0
014410019132,Jules,110,66,0,SMS,Femme,,1,,,,110,45,0,0,0,0,0
010610004105,Jules,110,49,0,SMS,Femme,,1,,,,110,55.98,0,0,0,0,0
046910002854,Jules,110,20,1,SMS,Homme,,1,,,,103,25.99,0,0,0,0,0
019810036349,Jules,111,58,1,SMS,Homme,0,1,,,,111,62.99,0,0,0,0,0
027610012611,Jules,111,68,1,SMS,Homme,,1,,,,107,39.99,0,0,0,0,0
037110016402,Jules,111,39,0,SMS,Femme,0,1,,,,111,124.96,0,0,0,0,0
007110013306,Jules,112,,1,SMS,Homme,,1,,,,9,151.97,0,0,0,0,0
014120008441,Jules,112,38,1,SMS,Femme,,1,,,,112,61.98,0,0,0,0,0
020710020882,Jules,112,19,1,SMS,Homme,0,1,,,,112,29.99,0,0,0,0,0
042120002032,Jules,112,53,0,SMS,Femme,,1,,,,5,61.98,0,0,0,0,0
040210015865,Jules,112,18,1,SMS,Femme,,1,,,,112,29.99,0,0,0,0,0
043320005046,Jules,113,36,1,SMS,Homme,0,1,,,,113,29.99,0,0,0,0,0
003390000413,Jules,113,15,1,SMS,Homme,0,1,,,,113,25.99,0,0,0,0,0
013410013844,Jules,113,18,0,SMS,Homme,,1,,,,113,72.98,0,0,0,0,0
025910040506,Jules,113,38,1,SMS,Homme,1,1,,,,113,40,0,0,0,0,0
038710019138,Jules,113,62,0,SMS,Homme,1,1,,,,113,20,0,0,0,0,0
049020000666,Jules,113,14,1,SMS,Femme,,1,,,,6,67.98,0,0,0,0,0
072410002538,Jules,113,50,1,SMS,Femme,,1,,,,113,19.99,0,0,0,0,0
044830007339,Jules,114,21,1,SMS,Homme,,1,,,,114,25.99,0,0,0,0,0
024610015709,Jules,114,34,1,SMS,Homme,,1,,,,114,39.98,0,0,0,0,0
014810024222,Jules,114,39,1,SMS,Femme,0,1,,,,114,30,0,0,0,0,0
045510002305,Jules,114,,1,SMS,Femme,,1,,,,114,159.96,0,0,0,0,0
072310001485,Jules,116,72,1,SMS,Femme,0,1,,,,9,146.36,0,0,0,0,0
011210018574,Jules,116,48,1,SMS,Homme,0,1,,,,116,41.99,0,0,0,0,0
024310032858,Jules,117,72,1,SMS,Homme,0,1,,,,117,55,0,0,0,0,0
025910040423,Jules,117,29,1,SMS,Homme,0,1,,,,117,50.98,0,0,0,0,0
015010024866,Jules,119,16,0,SMS,Femme,0,1,,,,119,11,0,0,0,0,0
027010035220,Jules,120,21,1,SMS,Homme,1,1,,,,120,0,0,0,0,0,0
044710013458,Jules,124,20,1,SMS,Homme,0,1,,,,124,62.99,0,0,0,0,0
038710018984,Jules,125,54,1,SMS,Femme,1,1,139.95,78.91,1,125,92.96,0,0,1,0,0
020710020798,Jules,126,33,1,SMS,Homme,0,1,,,,126,222,0,0,0,0,0
026510019617,Jules,127,29,1,SMS,Homme,,1,,,,127,40,0,0,0,0,0
072010002872,Jules,127,71,1,SMS,Femme,,1,,,,127,29.99,0,0,0,0,0
047110007055,Jules,128,27,1,SMS,Homme,0,1,,,,128,85.98,0,0,0,0,0
040610011932,Jules,128,33,1,SMS,Homme,,1,,,,128,80.97,0,0,0,0,0
046910002639,Jules,128,25,1,SMS,Homme,0,1,,,,128,29.99,0,0,0,0,0
019610008153,Jules,128,51,1,SMS,Femme,0,1,,,,128,189.99,0,0,0,0,0
023620002131,Jules,128,,1,SMS,Homme,,1,,,,128,7.99,0,0,0,0,0
023911804270,Jules,128,16,0,SMS,Homme,,1,,,,128,20,0,0,0,0,0
042210009334,Jules,1662,29,1,SMS,Femme,1,0,,,,118,13.99,0,0,0,0,0
047910007156,Jules,714,,1,SMS,Homme,0,1,,,,110,98.97,0,0,0,0,0
046010004010,Jules,98,36,1,SMS,Homme,1,1,,,,98,64.78,0,0,0,0,0
035910016509,Jules,98,51,1,SMS,Homme,,1,,,,98,107.96,0,0,0,0,0
047310006601,Jules,98,48,0,SMS,Homme,,1,,,,98,46.18,0,0,0,0,0
035010016534,Jules,98,41,1,SMS,Homme,,1,,,,98,63.98,0,0,0,0,0
022210035812,Jules,98,45,0,SMS,Femme,,1,,,,98,47.98,0,0,0,0,0
005210005589,Jules,98,20,1,SMS,Homme,,1,,,,98,40,0,0,0,0,0
004720019705,Jules,99,22,1,SMS,Homme,,1,,,,99,19.99,0,0,0,0,0
022210035787,Jules,99,54,1,SMS,Homme,0,1,,,,99,167.32,0,0,0,0,0
001620025026,Jules,99,66,0,SMS,Homme,,1,,,,99,70.98,0,0,0,0,0
010420020070,Jules,99,52,1,SMS,Femme,,1,,,,99,32.19,0,0,0,0,0
012410029158,Jules,100,27,1,SMS,Homme,,1,,,,100,84.98,0,0,0,0,0
049210007126,Jules,100,41,1,SMS,Homme,0,1,,,,100,35.97,0,0,0,0,0
001310030285,Jules,100,31,1,SMS,Homme,0,1,,,,100,69.98,0,0,0,0,0
019610008494,Jules,100,69,0,SMS,Femme,,1,,,,100,47.18,0,0,0,0,0
043310008309,Jules,100,,1,SMS,Homme,0,1,,,,100,0,0,0,0,0,0
044010008278,Jules,100,54,1,SMS,Homme,,1,,,,100,72.18,0,0,0,0,0
040310013573,Jules,101,68,1,SMS,Femme,,1,,,,101,59.98,0,0,0,0,0
000410029764,Jules,101,29,0,SMS,Homme,1,1,,,,101,128.77,0,0,0,0,0
008820016879,Jules,101,52,1,SMS,Femme,0,1,,,,101,190,0,0,0,0,0
032610043100,Jules,102,18,1,SMS,Homme,1,1,,,,102,55,0,0,0,0,0
045310001814,Jules,102,,0,SMS,Homme,,1,,,,102,51.98,0,0,0,0,0
028710018293,Jules,102,61,1,SMS,Homme,,1,,,,102,31.38,0,0,0,0,0
019110034360,Jules,102,63,0,SMS,Femme,1,1,,,,102,45.99,0,0,0,0,0
012010047993,Jules,102,53,1,SMS,Homme,0,1,,,,102,89,0,0,0,0,0
031720043931,Jules,103,43,1,SMS,Femme,,1,,,,103,39.99,0,0,0,0,0
026520004302,Jules,103,60,1,SMS,Femme,,1,,,,103,12.99,0,0,0,0,0
022410019738,Jules,103,42,1,SMS,Femme,1,1,,,,26,45.98,0,0,0,0,0
043210007082,Jules,103,19,1,SMS,Homme,,1,,,,103,44.98,0,0,0,0,0
032720004021,Jules,103,46,1,SMS,Homme,0,1,,,,98,65.98,0,0,0,0,0
039910011672,Jules,103,39,1,SMS,Homme,,1,,,,103,149.93,0,0,0,0,0
030010009286,Jules,105,21,1,SMS,Homme,1,1,,,,105,45,0,0,0,0,0
041110034816,Jules,105,26,1,SMS,Homme,,1,,,,105,24.98,0,0,0,0,0
043620001047,Jules,105,56,1,SMS,Homme,,1,,,,105,19.99,0,0,0,0,0
047710000708,Jules,105,73,1,SMS,Femme,,1,,,,105,15.99,0,0,0,0,0
023320005747,Jules,105,18,1,SMS,Homme,1,1,,,,105,25.99,0,0,0,0,0
043110010275,Jules,106,17,1,SMS,Femme,0,1,,,,106,29.99,0,0,0,0,0
